,pid,task,starttime,endtime,response,response_English,response_English_cleaned,response_English_corrected,invalid,jump_GT,creative,response_len,previous_response_len,RT,previous_response_English,order,clusters_GPT,previous_clusters_GPT,jump_GPT,SS,SS_ref,cluster,previous_cluster,cluster_dist,jump,previous_jump,order_in_cluster,frequency
111,2668,2,1612281208085,1612281209945,opeten,eat,eat,,1,,,6,20.0,5.7357655205092500,throw through a car,3,[9],"[2, 15, 23]",1.0,0.753855288028717,0.7522643,9,22,0.739354685253757,1,1,1,-5.979345958190420
112,2668,2,1612281209945,1612281215401,nagels aan vijlrn,nails to files,nails files,File nails,,,,17,6.0,5.770478592976640,eat,4,[51],[9],1.0,0.7249215841293340,0.7607548,21,9,0.7163648314883050,1,1,1,-5.738183901373530
113,2668,2,1612281215401,1612281221051,verkopen,to sell,sell,,,,,8,17.0,6.559615237493240,nails to files,5,[35],[51],1.0,0.7658858895301820,0.76480144,14,21,0.9948137485665570,1,1,1,-4.570578741218470
114,2668,2,1612281221051,1612281223060,sparen,save,save,,,,,6,8.0,5.812885976592860,to sell,6,[50],[35],1.0,0.7826806306838990,0.7602258,14,14,0.9948137485665570,0,1,2,-5.045036720813590
115,2668,2,1612281223060,1612281298864,schilderen er op,paint on it,paint,,,,,16,6.0,8.463264849390680,save,7,"[7, 17]",[50],1.0,0.761082649230957,0.7749748,7,14,0.9520973313258810,1,0,1,-6.431331081933480
116,2668,2,1612281298864,1612281301057,verkopen,to sell,sell,,,,,8,16.0,5.61267179791563,paint on it,8,[35],"[7, 17]",1.0,0.7825645208358770,0.76480144,14,7,0.9948137485665570,1,1,1,-4.570578741218470
117,2668,2,1612281301057,1612281304474,muur bouwen,building wall,building wall,,,,,11,8.0,5.737817855760160,to sell,9,"[1, 13, 60]",[35],1.0,0.762397289276123,0.8456435,2,14,0.9948137485665570,1,1,1,-4.266367366815480
118,2668,2,1612281304474,1612281306694,huis bouwen,build a house,build house,,,,,11,11.0,5.3061276954581900,building wall,10,"[1, 13]","[1, 13, 60]",0.0,0.8420510292053220,0.77623874,3,2,0.7651236029238930,1,1,1,-4.100575111972740
119,2668,2,1612281306694,1612281311655,stoep Leggen,Laying sidewalk,Laying sidewalk,,,,,12,11.0,6.023851062807140,build a house,11,"[1, 24]","[1, 13]",0.0,0.7625976800918580,0.7857942,10,3,0.7651236029238930,1,1,1,-5.604652508749010
120,2668,2,1612281311655,1612281319588,ik kleine stukjes malen,I grind small pieces,grind small pieces,grind,,,,23,12.0,5.842567254192960,Laying sidewalk,12,[51],"[1, 24]",1.0,0.7631978988647460,0.79370034,13,10,0.6411895167791500,1,1,1,-5.8923345812007900
121,2668,2,1612281319588,1612281399208,Met zand er bij glas maken,Making glass with sand,Making glass sand,Make glass,,,,26,23.0,8.026842417420830,I grind small pieces,13,[54],[51],1.0,0.8170235753059390,0.80100787,21,13,0.6411895167791500,1,1,1,-5.8923345812007900
122,2668,2,1612281399208,1612281406124,verkruimelen,crumble,crumble,,1,,,12,26.0,6.356252326157260,Making glass with sand,14,[51],[54],1.0,0.7737439274787900,0.78351885,22,21,0.9079775991239940,1,1,1,-5.332718793265370
123,2668,2,1612281406124,1612281412217,In je tuin leggen,Place in your garden,Place garden,Garden,,,,17,12.0,5.880984741064540,crumble,15,[38],[51],1.0,0.7465062141418460,0.74600303,11,22,0.9949740122933940,1,1,1,-5.432802251822350
124,2668,2,1612281412217,1612281418233,op het dak als dakpan,on the roof as a roof tile,roof roof tile,Roof,,,,21,17.0,5.6567823740332700,Place in your garden,16,[13],[38],1.0,0.7519067525863650,0.80631936,15,11,0.9949740122933940,1,1,1,-6.431331081933480
125,2668,2,1612281418233,1612281430533,als cadeau geven,give as a gift,give gift,gift,,,,16,21.0,6.644440562978650,on the roof as a roof tile,17,[16],[13],1.0,0.741071879863739,0.74848235,15,15,0.9782573640655410,0,1,2,-5.544027886932580
126,2668,2,1612281430533,1612281444390,beeltje van maken,make a statue of it,make statue,Statue,,,,17,16.0,6.703025703806320,give as a gift,18,[17],[16],1.0,0.7735353708267210,0.7853864,14,15,0.9782573640655410,1,0,1,-6.585481761760740
127,2668,2,1612281444390,1612281474087,Bewaren,Save,Save,,,,,7,17.0,8.352832230284950,make a statue of it,19,[50],[17],1.0,0.7673988342285160,0.7602258,14,14,0.9520973313258810,0,1,2,-5.045036720813590
128,2668,2,1612281474087,1612281478454,collectie beginnen,start collection,start collection,,,0,,18,7.0,5.490428808614520,Save,20,[16],[50],1.0,0.7627476453781130,0.76013523,5,14,0.9520973313258810,1,0,1,-5.11914469296731
129,2668,2,1612281478454,1612281678711,In je schoen aal zool,The sole of your shoe,sole shoe,,,,,21,18.0,9.162808166245150,start collection,21,[28],[16],1.0,0.749582827091217,0.7627086,6,5,0.9549627758067370,1,1,1,-5.199187400640850
130,2672,2,1612283695203,1612283699262,ramen ingooien,smashing windows,smashing windows,,,,,14,11.0,5.668771933895140,build a house,1,"[23, 3]","[1, 13]",1.0,0.7622009515762330,0.7870797,18,3,0.7651236029238930,1,1,1,-4.425997512407360
131,2672,2,1612283699262,1612283710214,gewichten om te trainen,weights for training,weights training,,,,,23,14.0,6.165257994907280,smashing windows,2,[26],"[23, 3]",1.0,0.709923505783081,0.7284157,16,18,0.590896463354011,1,1,1,-5.669191029886580
132,2672,2,1612283710214,1612283716935,opstapje maken,make a step,make step,Step stool,,,,14,23.0,6.173414010874390,weights for training,3,"[1, 28]",[26],1.0,0.7502355575561520,0.7635615,6,16,0.7018771687828670,1,1,1,-5.812291873527260
133,2672,2,1612283716935,1612283750947,brug bouwen,build a bridge,build bridge,,,,,11,14.0,8.036492552622170,make a step,4,"[1, 22]","[1, 28]",0.0,0.7553755640983580,0.760784,3,6,0.7018771687828670,1,1,1,-5.669191029886580
134,2672,2,1612283750947,1612283812307,om op te schilderen,to paint on,paint,Paint canvas,,,,19,11.0,8.07999704188345,build a bridge,5,"[7, 53]","[1, 22]",1.0,0.7398668527603150,0.77626806,7,3,0.829435313977061,1,1,1,-4.445415598264470
135,2672,2,1612283812307,1612283818736,om mee te schilderen (als je hem in de verf doopt),for painting (if you dip it in paint),painting ( dip paint ),Paint brush,,0,,50,19.0,4.85460507125637,to paint on,6,[53],"[7, 53]",0.0,0.8732039928436280,0.7480043,7,7,0.829435313977061,0,1,2,-5.8923345812007900
136,2672,2,1612283818736,1612283830326,als het hard waait maar je wil buiten een spelletje doen hem erop leggen,"If the wind is blowing hard but you want to play a game outside, put it on top","wind blowing hard want play game outside , put top",Weight against wind,,,,72,50.0,5.079677547079970,for painting (if you dip it in paint),7,[26],[53],1.0,0.7401692867279050,0.7533076,19,7,0.9066276036553070,1,0,1,-5.669191029886580
137,2672,2,1612283830326,1612283869764,druiven pletten om wijn mee te maken,crushing grapes to make wine,crushing grapes make wine,Crush grapes and make wine,,,,36,72.0,6.998737926694010,"If the wind is blowing hard but you want to play a game outside, put it on top",8,"[9, 51]",[26],1.0,0.7470839023590090,0.7409133,21,19,0.9066276036553070,1,1,1,-6.585481761760740
138,2672,2,1612283869764,1612283875339,als vijzel,as a mortar,mortar,,,,,10,36.0,6.323013972265980,crushing grapes to make wine,9,[37],"[9, 51]",1.0,0.7671301960945130,0.8303379,13,21,0.9341327247924390,1,1,1,-5.009945401002320
139,2672,2,1612283875339,1612283889683,als meetinstrument (als je weet hoe groot 1 baksteen is),as a measuring instrument (if you know how big 1 brick is),measuring instrument ( know big 1 brick ),Measuring instrument,,,,56,10.0,5.544758830087070,as a mortar,10,[11],[37],1.0,0.8068703413009640,0.8609091,1,13,0.9503425445799080,1,1,1,-4.40694931743667
140,2672,2,1612283889683,1612283894676,deur open houden,keep door open,keep door open,,,,,16,56.0,5.742402045621260,as a measuring instrument (if you know how big 1 brick is),11,[20],[11],1.0,0.7153685688972470,0.74042577,17,1,0.9503425445799080,1,1,1,-5.669191029886580
141,2672,2,1612283894676,1612283911710,als scrubspons voor bij het douchen,as a scrub sponge for showering,scrub sponge showering,Sponge for showering,,,,35,16.0,6.187104753708300,keep door open,12,"[10, 34]",[20],1.0,0.697361171245575,0.72749853,12,17,0.918435655286858,1,1,1,-5.812291873527260
142,2672,2,1612283911710,1612283927509,als je buiten wil eten voor op je tafelkleed zodat het niet wegwaait,"if you want to eat outside, place it on your tablecloth so that it doesn't blow away","want eat outside , place tablecloth n't blow away",Weight against wind,,,,68,35.0,5.447117623904870,as a scrub sponge for showering,13,[20],"[10, 34]",1.0,0.7464113831520080,0.7216181,19,12,0.918435655286858,1,1,1,-5.669191029886580
143,2672,2,1612283927509,1612283944669,als blokkade voor muizen in je huis,as a blockade for mice in your house,blockade mice house,Block mouse hole,,,,35,68.0,6.194478274745970,"if you want to eat outside, place it on your tablecloth so that it doesn't blow away",14,[27],[20],1.0,0.7667100429534910,0.74607265,15,19,0.9066276036553070,1,1,1,-6.431331081933480
144,2672,2,1612283944669,1612283960860,als je pianospeelt maar je wil het pedaal constant indrukken dan leg je de baksteen erop,"If you play the piano but you want to press the pedal constantly, you put the brick on it","play piano want press pedal constantly , put brick",Weight for piano pedal,,,,88,35.0,5.213514293261610,as a blockade for mice in your house,15,[14],[27],1.0,0.7582309246063230,0.84237003,1,15,0.9503425445799080,1,1,1,-4.40694931743667
145,2672,2,1612283960860,1612283992448,als je je schermtijd wil beperken op je mobiel leg je je baksteen erop zodat je je mobiel kwijt bent,"If you want to limit your screen time on your mobile, put your brick on it so that you lose your mobile","want limit screen time mobile , put brick lose mobile",Hide mobile,,,,100,88.0,5.754570641488310,"If you play the piano but you want to press the pedal constantly, you put the brick on it",16,[33],[14],1.0,0.8373754620552060,0.82312983,22,1,0.9503425445799080,1,1,1,-5.979345958190420
146,2672,2,1612283992448,1612284013332,als je niet in de trein op het knopje wil drukken door corona,if you don't want to press the button on the train due to corona,n't want press button train due corona,Press buttons during corona,,,,61,100.0,5.835134239518650,"If you want to limit your screen time on your mobile, put your brick on it so that you lose your mobile",17,[33],[33],0.0,0.7843059301376340,0.73024404,5,22,0.9033121037354120,1,1,1,-5.979345958190420
147,2672,2,1612284013332,1612284033849,fantasievriend,fantasy friend,fantasy friend,,,,,14,61.0,7.289781155356540,if you don't want to press the button on the train due to corona,18,[33],[33],0.0,0.7153576612472530,0.7697821,14,5,0.9519256457412610,1,1,1,-4.793722292532680
148,2672,2,1612284033849,1612284068757,territoriumafbakening,territory demarcation,territory demarcation,,,,,21,14.0,7.415798463924410,fantasy friend,19,[22],[33],1.0,0.7305798530578610,0.7472527,14,14,0.9519256457412610,0,1,2,-5.8923345812007900
149,2672,2,1612284068757,1612284086733,spiekbriefje als je erop kan schrijven,cheat sheet if you can write on it,cheat sheet write,Cheat sheet,,,,38,21.0,6.158678032021720,territory demarcation,20,[7],[22],1.0,0.7478197813034060,0.7347585,14,14,0.8204779940333700,0,0,3,-5.738183901373530
150,2672,2,1612284086733,1612284126223,als pion bij schaken,as a pawn in chess,pawn chess,Chess pawn,,,,20,38.0,7.58794385837769,cheat sheet if you can write on it,21,[19],[7],1.0,0.7399740219116210,0.7364143,22,14,0.8936099292932190,1,0,1,-6.767803318554690
151,2672,2,1612284126223,1612284143530,levensgroot jenga,life-size jenga,life-size jenga,,,0,,17,20.0,6.925407383334500,as a pawn in chess,22,"[19, 55]",[19],0.0,0.7237395644187930,0.7523473,20,22,0.8936099292932190,1,1,1,-6.767803318554690
152,2672,2,1612284143530,1612284220405,uitkijktoren,watchtower,watchtower,,,,,12,17.0,8.764990330169100,life-size jenga,23,[13],"[19, 55]",1.0,0.7749243974685670,0.7753097,14,20,0.8412740949705390,1,1,1,-5.812291873527260
153,2672,2,1612284220405,1612284230706,blokkade voor mierennest,blockade for ant nest,blockade ant nest,Block ant nest,,,,24,12.0,6.061359789113940,watchtower,24,[30],[13],1.0,0.7564221024513250,0.7611229,22,14,0.8412740949705390,1,1,1,-6.431331081933480
154,2672,2,1612284230706,1612284240069,plectrum voor je gitaar,pick for your guitar,pick guitar,Guitar pick,,,,23,24.0,6.008412506955010,blockade for ant nest,25,[14],[30],1.0,0.6789199709892270,0.71987545,20,22,0.9929200177156740,1,1,1,-4.976043849326640
155,2672,2,1612284240069,1612284251658,knuffel,Hug,Hug,cuddle,,,,7,23.0,7.411750485613020,pick for your guitar,26,[33],[14],1.0,0.7257944345474240,0.7495862,15,20,0.9929200177156740,1,1,1,-5.8923345812007900
156,2673,2,1612284773743,1612284785630,bouwen,to build,build,,,,,6,6.0,7.591314979517260,to throw,1,[1],[2],1.0,0.8384847640991210,0.8238393,3,20,0.9539734943698600,1,1,1,-4.046507890702460
157,2673,2,1612284785630,1612284788863,slaan,to beat,beat,,,,,5,6.0,6.4713411527299600,to build,2,[23],[1],1.0,0.8514730930328370,0.77189314,22,3,0.9597511654526220,1,1,1,-4.688361776874860
158,2673,2,1612284788863,1612284792801,breken,break,break,,,,,6,5.0,6.4862878133964700,to beat,3,[23],[23],0.0,0.7931121587753300,0.77769804,21,22,0.9597511654526220,1,1,1,-4.739655071262410
159,2673,2,1612284792801,1612284807022,vormen,forms,forms,,1,,,6,6.0,7.770610071766970,break,4,[0],[23],1.0,0.7473555207252500,0.75242686,14,21,0.9878608909148350,1,1,1,-4.688361776874860
160,2673,2,1612284807022,1612284820922,tegen praten,to talk to,talk,Talk to,,,,12,6.0,7.0545216186985800,forms,5,[49],[0],1.0,0.7660183906555180,0.76006985,14,14,0.9878608909148350,0,1,2,-5.432802251822350
161,2673,2,1612284820922,1612284828994,afbrokkelen,crumble,crumble,,1,,,11,12.0,6.597920547343760,to talk to,6,[51],[49],1.0,0.7733455896377560,0.78351885,22,14,0.9079775991239940,1,0,1,-5.332718793265370
162,2673,2,1612284828994,1612284840310,vermoorden,murder,murder,,,,,10,11.0,7.031166888897340,crumble,7,[44],[51],1.0,0.7592518329620360,0.75950724,22,22,0.9079775991239940,0,1,2,-5.381508957434800
163,2673,2,1612284840310,1612284865702,domino maken,make dominoes,make dominoes,,,,,12,10.0,7.657164638550220,murder,8,[19],[44],1.0,0.7316776514053350,0.74049574,22,22,0.703351259040178,0,0,3,-5.979345958190420
164,2673,2,1612284865702,1612284880354,typen,typing,typing,,1,,,5,12.0,7.982808895239970,make dominoes,9,[52],[19],1.0,0.7162243723869320,0.76760465,14,22,0.9403583689051850,1,0,1,-6.074656137994750
165,2673,2,1612284880354,1612284889479,knuffelen,cuddle,cuddle,,,,,9,5.0,6.921301995367310,typing,10,[29],[52],1.0,0.7436962127685550,0.74198014,15,14,0.9403583689051850,1,1,1,-5.8923345812007900
166,2673,2,1612284889479,1612284916064,iets breken,break something,break something,,,,,11,9.0,7.790103705999110,cuddle,11,[23],[29],1.0,0.7228264808654790,0.7756067,21,15,0.8727240555740350,1,1,1,-4.739655071262410
167,2673,2,1612284916064,1612284934979,laten vallen,drop,drop,,,,,12,11.0,7.362645270417830,break something,12,[2],[23],1.0,0.7886520624160770,0.7400685,22,21,0.7576258181926930,1,1,1,-6.297799689308960
168,2673,2,1612284934979,1612284948189,ophangen,to hang,hang,,,,,8,12.0,7.409136443920130,drop,13,[39],[2],1.0,0.7860944271087650,0.77712417,2,22,0.9747182008859630,1,1,1,-4.21835814762912
169,2673,2,1612284948189,1612284962909,inpakken,packing up,packing,,,,,8,8.0,7.517384971806710,to hang,14,[0],[39],1.0,0.7985904216766360,0.7592534,5,2,0.9747182008859630,1,1,1,-5.11914469296731
170,2673,2,1612284962909,1612284982981,op slapen,on sleeping,sleeping,,,,,9,8.0,7.709744407973990,packing up,15,[29],[0],1.0,0.7668899297714230,0.7420931,14,5,0.8944562890745790,1,1,1,-5.8923345812007900
171,2673,2,1612284982981,1612285004717,jezelf beschermen,protect yourself,protect,Protection,,,,17,9.0,7.153316259775790,on sleeping,16,[27],[29],1.0,0.751560628414154,0.7388942,22,14,0.8843117428289120,1,1,1,-5.979345958190420
172,2673,2,1612285004717,1612285018348,bakken,baking,baking,,,,,6,17.0,7.72823237100389,protect yourself,17,[9],[27],1.0,0.743349015712738,0.79179406,9,22,0.814842842412125,1,1,1,-5.604652508749010
173,2673,2,1612285018348,1612285021044,koken,to cook,cook,,,0,,5,6.0,6.289622802227640,baking,18,[37],[9],1.0,0.8574670553207400,0.77075857,9,9,0.9313542676212880,0,1,2,-5.081404364984460
174,2673,2,1612285021044,1612285038521,in het water gooien,throw into the water,throw water,Throw in water,,,,19,5.0,6.823930207883880,to cook,19,"[2, 58]",[37],1.0,0.7780524492263790,0.7518325,20,9,0.9313542676212880,1,0,1,-6.297799689308960
175,2673,2,1612285038521,1612285071214,foto van maken,take a photo of it,take photo,,,,,14,19.0,7.755751874788720,throw into the water,20,[49],"[2, 58]",1.0,0.755861222743988,0.7660896,14,20,0.7631438857914840,1,1,1,-5.979345958190420
176,2673,2,1612285071214,1612285087035,aaien,to pet,pet,Personify as pet,,,,5,14.0,8.05957652598139,take a photo of it,21,[33],[49],1.0,0.7653381824493410,0.7351411,22,14,0.777071955456442,1,1,1,-5.812291873527260
177,2673,2,1612285087035,1612285101326,balanceren,to balance,balance,,,,,10,5.0,7.264625203910840,to pet,22,[46],[33],1.0,0.7953557968139650,0.75702643,14,22,0.911814872663321,1,1,1,-5.332718793265370
178,2673,2,1612285101326,1612285116061,hogerop komen,get higher,get higher,,,,,13,10.0,7.032810950097900,to balance,23,[28],[46],1.0,0.7995699048042300,0.7598955,5,14,0.911814872663321,1,1,1,-5.738183901373530
179,2673,2,1612285116061,1612285129830,ermee douchen,shower with it,shower,,,,,13,13.0,6.964989544646120,get higher,24,[10],[28],1.0,0.7541558742523190,0.73983604,12,5,0.9431531657396680,1,1,1,-5.486869473092630
180,2673,2,1612285129830,1612285135349,ervan eten,eat it,eat,,1,,,10,13.0,6.312913787206320,shower with it,25,[9],[10],1.0,0.8142043352127080,0.751302,9,12,0.9431531657396680,1,1,1,-5.979345958190420
181,2673,2,1612285135349,1612285141202,opeten,eat,eat,,1,,,6,10.0,6.882693848386770,eat it,26,[9],[9],0.0,0.9144762754440310,0.7522643,9,9,1,0,1,2,-5.979345958190420
182,2673,2,1612285141202,1612285176753,fijn knijpen,squeeze finely,squeeze finely,Cut finely,,,,12,6.0,7.9937325250703700,eat,27,[51],[9],1.0,0.7811769247055050,0.746634,13,9,0.8979697906148210,1,0,1,-5.8923345812007900
183,2673,2,1612285176753,1612285183591,in de blender stoppen,put in the blender,put blender,,,,,21,12.0,5.784960069237440,squeeze finely,28,[9],[51],1.0,0.8222289681434630,0.7599289,9,13,0.9313542676212880,1,1,1,-5.081404364984460
184,2673,2,1612285183591,1612285197981,op tekenen,on drawing,drawing,Draw,,,,10,21.0,7.2715299600360900,put in the blender,29,[7],[9],1.0,0.7423458695411680,0.75558376,7,9,0.9612371621776860,1,1,1,-5.045036720813590
185,2673,2,1612285197981,1612285200485,mee tekenen,sign along,sign along,Sign,,,,11,10.0,5.426650613099570,on drawing,30,[49],[7],1.0,0.7723993062973020,0.76370424,20,7,0.9612371621776860,1,1,1,-6.180016653652570
